,uid,uid,pv,uid
www/xicheng_jinrongjiesq/,13.0,13.0,12.0,12.0
www/xicheng_jinrongjiesq/b/,,,3.0,3.0
www/xicheng_jinrongjiesq/bd/,,,1.0,1.0
www/xicheng_jishuitan/,1.0,1.0,2.0,2.0
www/xicheng_liupukang/,2.0,2.0,6.0,6.0
www/xicheng_muxidi/,2.0,2.0,5.0,5.0
www/xicheng_muxidisq/,,,8.0,8.0
www/xicheng_muxidisq/abzx/,,,1.0,1.0
www/xicheng_nanlishilu/,1.0,1.0,3.0,3.0
www/xicheng_sanlihe/,3.0,3.0,8.0,8.0
www/xicheng_sanlihe/zxl/,,,1.0,1.0
www/xicheng_shichahai/,1.0,1.0,1.0,1.0
www/xicheng_xiaoxitian/,1.0,1.0,3.0,3.0
www/xicheng_xibianmen/,1.0,1.0,,
www/xicheng_xichenggulou/,3.0,3.0,3.0,3.0
www/xicheng_xichenggulou/subway/,,,1.0,1.0
www/xicheng_xichengmadian/,2.0,2.0,1.0,1.0
www/xicheng_xichengqita/,4.0,4.0,3.0,3.0
www/xicheng_xichengxizhimen/,5.0,5.0,4.0,4.0
www/xicheng_xidan/,3.0,3.0,9.0,9.0
www/xicheng_xidan/cs/,,,1.0,1.0
www/xicheng_xidansq/,3.0,3.0,7.0,7.0
www/xicheng_xidansq/ad/,,,1.0,1.0
www/xicheng_xidansq/b/,,,1.0,1.0
www/xicheng_xidansq/subway_d/,,,1.0,1.0
www/xicheng_xidansq/zx/,,,1.0,1.0
www/xicheng_xinjiekou/,6.0,6.0,4.0,4.0
www/xicheng_xisi/,,,4.0,4.0
www/xicheng_xizhimensq/,4.0,4.0,5.0,5.0
www/xicheng_xizhimensq/ab/,,,2.0,2.0
www/xicheng_xizhimensq/b/,,,1.0,1.0
www/xicheng_xizhimensq/bd/,,,2.0,2.0
www/xicheng_xizhimensq/d/,,,1.0,1.0
www/xicheng_xizhimensq/fgmn/,,,1.0,1.0
www/xicheng_xizhimensq/l/,,,1.0,1.0
www/xicheng_xizhimensq/subway_b/,,,1.0,1.0
www/xicheng_xizhimensq/subwayab/,,,1.0,1.0
www/xicheng_yuetan/,3.0,3.0,4.0,4.0
www/xicheng_zhanlanlu/,,,1.0,1.0
www/xicheng_zhenwumiao/,3.0,3.0,3.0,3.0
www/xiezilou/,991.0,946.0,604.0,569.0
www/xiezilou/#domain=www&cla=_hmuTZdmET&clb=_bdJepfqVk&sd=debfccaebbba&jn=heatlink&sx=js,,,1.0,1.0
www/xiezilou/a/,,,2.0,2.0
www/xiezilou/abd/o/,,,1.0,1.0
www/xiezilou/au/,,,1.0,1.0
www/xiezilou/azx/,,,1.0,1.0
www/xiezilou/b/,,,2.0,2.0
www/xiezilou/bdt/o/,,,1.0,1.0
www/xiezilou/l/,,,1.0,1.0
www/xiezilou/o/,,,11.0,11.0
www/xiezilou/ofg/,,,1.0,1.0
www/xiezilou/subway/,,,2.0,2.0
www/xiezilou/subway_/,,,2.0,2.0
www/xiezilou/subway_bd/,,,1.0,1.0
www/xiezilou/zx/,,,1.0,1.0
www/xigan_qianjiangxinchnegsq/,22.0,22.0,18.0,18.0
www/xigan_qianjiangxinchnegsq/o/,,,1.0,1.0
www/xigan_qianjiangxinchnegsq/subway/,,,1.0,1.0
www/xihu/,37.0,37.0,87.0,83.0
www/xihu/a/,,,4.0,4.0
www/xihu/a/o/,,,1.0,1.0
www/xihu/ab/,,,3.0,3.0
www/xihu/abd/,,,1.0,1.0
www/xihu/abdl/o/,1.0,1.0,,
www/xihu/abzx/,,,2.0,2.0
www/xihu/acuzxl/,1.0,1.0,,
www/xihu/ai/,,,1.0,1.0
www/xihu/at/,,,1.0,1.0
www/xihu/b/,,,12.0,12.0
www/xihu/b/o/,,,2.0,2.0
www/xihu/bd/,,,8.0,8.0
www/xihu/bd/o/,,,2.0,2.0
www/xihu/bp/,,,1.0,1.0
www/xihu/btl/,,,1.0,1.0
www/xihu/bzx/,,,1.0,1.0
www/xihu/d/,,,2.0,2.0
www/xihu/d/o/,1.0,1.0,1.0,1.0
www/xihu/dfg/,,,1.0,1.0
www/xihu/i/,,,1.0,1.0
www/xihu/l/,,,1.0,1.0
www/xihu/l/o/,,,1.0,1.0
www/xihu/o/,,,18.0,16.0
www/xihu/ofg/,,,1.0,1.0
www/xihu/subwayacu/,1.0,1.0,,
www/xihu/subwaybl/,,,1.0,1.0
www/xihu/ti/,,,1.0,1.0
www/xihu/u/,,,1.0,1.0
www/xihu/zx/o/,,,1.0,1.0
www/xihu_baijiayuanlu/,,,2.0,2.0
www/xihu_baojiaolu/,1.0,1.0,1.0,1.0
www/xihu_beiruansq/,,,4.0,4.0
www/xihu_beiruansq/a/,,,1.0,1.0
www/xihu_beishan/,,,1.0,1.0
www/xihu_chengxishangquansq/,1.0,1.0,4.0,4.0
www/xihu_chengxishangquansq/ab/,,,1.0,1.0
www/xihu_chengxishangquansq/b/,,,2.0,2.0
www/xihu_chengxishangquansq/d/,,,1.0,1.0
www/xihu_cuiyuansq/,,,1.0,1.0
www/xihu_cuiyuansq/a/,,,1.0,1.0
www/xihu_cuiyuansq/fg/,,,1.0,1.0
www/xihu_dagonglu/,,,1.0,1.0
www/xihu_gaoxinwenjiaoyuansq/,2.0,2.0,2.0,2.0
www/xihu_gaoxinwenjiaoyuansq/b/,,,1.0,1.0
www/xihu_gaoxinwenjiaoyuansq/bd/,,,1.0,1.0
www/xihu_gaoxinwenjiaoyuansq/bzx/,,,1.0,1.0
www/xihu_gaoxinwenjiaoyuansq/cuzx/,,,1.0,1.0
www/xihu_gaoxinwenjiaoyuansq/l/,,,1.0,1.0
www/xihu_gudang/,,,1.0,1.0
www/xihu_gudang/a/,1.0,1.0,,
www/xihu_gudunlu/,,,2.0,2.0
www/xihu_hangdalu/,,,1.0,1.0
www/xihu_hengjie/,,,1.0,1.0
www/xihu_houchenglu/,,,1.0,1.0
www/xihu_huanchengbeilu/,,,4.0,4.0
www/xihu_huanglong/,1.0,1.0,,
www/xihu_huanglongsq/,20.0,20.0,18.0,18.0
www/xihu_huanglongsq/a/,,,1.0,1.0
www/xihu_huanglongsq/ab/,,,1.0,1.0
www/xihu_huanglongsq/abd/,,,1.0,1.0
www/xihu_huanglongsq/b/,,,2.0,2.0
www/xihu_jiangcun/,,,1.0,1.0
www/xihu_jiaogonglu/,,,1.0,1.0
www/xihu_jinpengjie/,,,2.0,2.0
www/xihu_lianhuajie/,,,1.0,1.0
www/xihu_liuxiasq/,,,3.0,3.0
www/xihu_liuxiasq/bd/,1.0,1.0,,
www/xihu_liuxiasq/d/,,,1.0,1.0
www/xihu_oufanglu/,,,1.0,1.0
www/xihu_qingchunfengqisq/,,,1.0,1.0
www/xihu_qiushilu/,,,1.0,1.0
www/xihu_renxielu/,,,1.0,1.0
www/xihu_sandun/,,,2.0,2.0
www/xihu_shenhuasq/,,,5.0,5.0
www/xihu_shuguanglu/,,,1.0,1.0
www/xihu_tianmushanlu/d/,1.0,1.0,,
www/xihu_wantanglu/,1.0,1.0,,
www/xihu_wensanlu/,,,1.0,1.0
www/xihu_wensanzhilu/,,,1.0,1.0
www/xihu_wenxin/,,,1.0,1.0
www/xihu_wenyilu/,1.0,1.0,,
www/xihu_wenyixilu/,,,2.0,2.0
www/xihu_wulinshangquansq/,1.0,1.0,4.0,4.0
www/xihu_wulinxiang/,,,1.0,1.0
www/xihu_xixi/,,,1.0,1.0
www/xihu_xixisq/,10.0,8.0,16.0,16.0
www/xihu_xixisq/a/,,,1.0,1.0
www/xihu_xixisq/o/,,,2.0,2.0
www/xihu_xixisq/zx/,,,1.0,1.0
www/xihu_zhengjiatanglu/,,,1.0,1.0
www/xihu_zhenhualu/,,,2.0,2.0
www/xihu_zhuantang/,,,1.0,1.0
www/xihu_zhuantangsq/,,,1.0,1.0
www/xihu_zhuantangsq/a/,,,1.0,1.0
www/xihu_zhuantangsq/abcu/,1.0,1.0,,
www/xihu_zhuantangsq/b/,,,1.0,1.0
www/xihu_zijingangsq/,,,4.0,4.0
www/xihu_zijingangsq/d/,,,1.0,1.0
www/xihu_zijingangsq/zx/,,,1.0,1.0
www/xincheng_beidajie/,,,1.0,1.0
www/xincheng_beiguanzhengjie/,,,1.0,1.0
www/xincheng_changyingxilu/,,,1.0,1.0
www/xincheng_chaoyangxiang/,,,1.0,1.0
www/xincheng_dongerlu/,,,1.0,1.0
www/xincheng_dongsilu/,,,2.0,2.0
www/xincheng_huanchengbeilu/,,,1.0,1.0
www/xincheng_huanchengbeiludongduan/,,,1.0,1.0
www/xincheng_jingguanlu/,,,1.0,1.0
www/xincheng_jinhualu/,,,1.0,1.0
www/xincheng_jinhuananlu/,,,2.0,2.0
www/xincheng_nanchangxiang/,,,1.0,1.0
www/xincheng_renminlu/,1.0,1.0,,
www/xincheng_taihuananlu/,,,1.0,1.0
www/xincheng_wanshoulu/,,,1.0,1.0
www/xincheng_weiyanglu/,,,1.0,1.0
www/xincheng_wenchangmen/,,,1.0,1.0
www/xincheng_xianningzhonglu/,,,1.0,1.0
www/xincheng_xinminjie/,,,1.0,1.0
www/xincheng_xixinjie/,,,2.0,2.0
www/xincheng_yingxinlu/,1.0,1.0,,
www/xincheng_yonglelu/,,,1.0,1.0
www/xincheng_youkujie/,,,1.0,1.0
www/xincheng_zhanglezhonglu/,,,1.0,1.0
www/xincheng_zhangyingdonglu/,,,2.0,2.0
www/xincheng_ziqianglu/,1.0,1.0,,
www/xindu_longqiao/,1.0,1.0,,
www/xindu_majia/,1.0,1.0,,
www/xindu_majia/zx/,1.0,1.0,,
www/xindu_mulan/,1.0,1.0,1.0,1.0
www/xindu_qingliu/,2.0,2.0,,
www/xindu_sanhe/,,,2.0,2.0
www/xindu_shibantan/,,,1.0,1.0
www/xinjianxian/f-xiao/,1.0,1.0,,
www/xinjin_anxi/,,,2.0,2.0
www/xinjin_fangxing/,1.0,1.0,,
www/xinjin_xinping/,,,1.0,1.0
www/xinzhou/,,,1.0,1.0
www/xinzhou_jiujie/,,,1.0,1.0
www/xinzhou_shuangliu/,,,1.0,1.0
www/xinzhou_wangji/,1.0,1.0,,
www/xinzhou_xinzhousandian/,,,1.0,1.0
www/xiqing/,2.0,2.0,7.0,7.0
www/xiqing/d/,,,1.0,1.0
www/xiqing_jingwu/u/,,,1.0,1.0
www/xiqing_liqizhuang/,,,1.0,1.0
www/xiqing_nanhe/,,,2.0,2.0
www/xiqing_wangwenzhuang/,,,1.0,1.0
www/xiqing_xinkou/,,,1.0,1.0
www/xiqing_xiqingjingjijishukaifaqusq/,,,1.0,1.0
www/xiqing_xiqingzhoubian/,,,1.0,1.0
www/xiqing_zhangjiawo/,,,1.0,1.0
www/xuanwu/,2.0,2.0,4.0,4.0
www/xuanwu_baiguanglu/,,,1.0,1.0
www/xuanwu_baiguanglu/b/,,,1.0,1.0
www/xuanwu_baizhifang/,4.0,4.0,2.0,2.0
www/xuanwu_caishikou/,,,4.0,4.0
www/xuanwu_changchunjie/,3.0,3.0,6.0,6.0
www/xuanwu_changchunjie/subway/,,,1.0,1.0
www/xuanwu_chunshujiedao/,4.0,4.0,2.0,2.0
www/xuanwu_daguanyuan/,,,1.0,1.0
www/xuanwu_dashanlan/,1.0,1.0,6.0,6.0
www/xuanwu_guanganmen/,19.0,19.0,9.0,9.0
www/xuanwu_guanganmennei/,2.0,2.0,3.0,3.0
www/xuanwu_guanganmenwai/,,,1.0,1.0
www/xuanwu_hepingmen/,,,5.0,5.0
www/xuanwu_honglian/,,,5.0,5.0
www/xuanwu_hufangqiao/,2.0,2.0,2.0,2.0
www/xuanwu_nancaiyuan/,,,2.0,2.0
www/xuanwu_qita/subway/,1.0,1.0,,
www/xuanwu_taoranting/,2.0,2.0,7.0,7.0
www/xuanwu_tianningsi/,1.0,1.0,4.0,4.0
www/xuanwu_tianqiao/,1.0,1.0,3.0,3.0
www/xuanwu_xuanwumaliandao/,,,1.0,1.0
www/xuanwu_xuanwumen/,1.0,1.0,5.0,5.0
www/xuanwu_xuanwuqianmen/,,,2.0,2.0
www/xuanwu_xuanwuxikezhan/,2.0,2.0,6.0,6.0
www/xuanwu_xuanwuxikezhan/d/,,,1.0,1.0
www/xuanwu_xuanwuyouanmen/,,,2.0,2.0
www/xuanwu_zhushikou/,1.0,1.0,5.0,5.0
www/xuejiadao/f-j-xiao/,2.0,2.0,,
www/xuhui/,196.0,191.0,992.0,963.0
www/xuhui/a/,1.0,1.0,13.0,13.0
www/xuhui/a/o/,,,3.0,3.0
www/xuhui/ab/,,,5.0,5.0
www/xuhui/ab/o/,,,1.0,1.0
www/xuhui/abd/,,,4.0,4.0
www/xuhui/abdi/,,,1.0,1.0
www/xuhui/abdzx/,,,1.0,1.0
www/xuhui/abi/,,,1.0,1.0
www/xuhui/abzx/,,,1.0,1.0
www/xuhui/acu/,,,2.0,2.0
www/xuhui/acut/,,,1.0,1.0
www/xuhui/ad/,,,1.0,1.0
www/xuhui/adlfg/,,,1.0,1.0
www/xuhui/adzxl/,,,1.0,1.0
www/xuhui/au/,,,10.0,9.0
www/xuhui/azxi/,,,1.0,1.0
www/xuhui/b/,,,10.0,10.0
www/xuhui/b/o/,,,15.0,14.0
www/xuhui/bcu/,,,1.0,1.0
www/xuhui/bd/,,,4.0,4.0
www/xuhui/bd/o/,,,1.0,1.0
www/xuhui/bdli/,,,1.0,1.0
www/xuhui/bdtzx/,,,1.0,1.0
www/xuhui/bdzx/,,,1.0,1.0
www/xuhui/bl/,,,1.0,1.0
www/xuhui/bl/o/,,,2.0,2.0
www/xuhui/bp/,,,1.0,1.0
www/xuhui/bti/,,,1.0,1.0
www/xuhui/cu/,,,1.0,1.0
www/xuhui/d/,,,10.0,10.0
www/xuhui/d/o/,,,5.0,5.0
www/xuhui/fg/,,,1.0,1.0
www/xuhui/fg/o/,,,5.0,4.0
www/xuhui/i/,,,1.0,1.0
www/xuhui/o/,1.0,1.0,38.0,37.0
www/xuhui/p/,,,1.0,1.0
www/xuhui/subway/,,,11.0,11.0
www/xuhui/subway/o/,,,2.0,2.0
www/xuhui/subway_/,,,3.0,3.0
www/xuhui/subway_/o/,,,4.0,4.0
www/xuhui/subway_a/,,,2.0,2.0
www/xuhui/subway_a/o/,,,1.0,1.0
www/xuhui/subway_ab/,,,2.0,2.0
www/xuhui/subway_abd/,,,1.0,1.0
www/xuhui/subway_ad/,,,1.0,1.0
www/xuhui/subway_b/,,,3.0,3.0
www/xuhui/subway_b/o/,,,2.0,2.0
www/xuhui/subway_bi/,,,1.0,1.0
www/xuhui/subway_d/,,,2.0,2.0
www/xuhui/subway_dzx/,,,1.0,1.0
www/xuhui/subway_i-/,,,1.0,1.0
www/xuhui/subway_l/,,,1.0,1.0
www/xuhui/subway_li/,,,1.0,1.0
www/xuhui/subwayau/,,,3.0,3.0
www/xuhui/subwayb/,,,2.0,2.0
www/xuhui/subwayfg/o/,,,1.0,1.0
www/xuhui/subwayzx/,,,1.0,1.0
www/xuhui/ti/,,,1.0,1.0
www/xuhui/zx/,,,1.0,1.0
www/xuhui/zxi/,,,1.0,1.0
www/xuhui_caobaoluditie/,11.0,11.0,6.0,6.0
www/xuhui_caohejingsq/,14.0,14.0,28.0,28.0
www/xuhui_caohejingsq/a/,,,1.0,1.0
www/xuhui_caohejingsq/ad/,,,1.0,1.0
www/xuhui_caohejingsq/au/,1.0,1.0,2.0,2.0
www/xuhui_caohejingsq/b/,,,2.0,2.0
www/xuhui_caohejingsq/b/o/,,,2.0,2.0
www/xuhui_caohejingsq/bd/,,,1.0,1.0
www/xuhui_caohejingsq/bl/,,,1.0,1.0
www/xuhui_caohejingsq/bzx/,,,1.0,1.0
www/xuhui_caohejingsq/d/,,,4.0,4.0
www/xuhui_caohejingsq/o/,,,8.0,8.0
www/xuhui_caohejingsq/subway/,,,1.0,1.0
www/xuhui_caohejingsq/subway/o/,,,1.0,1.0
www/xuhui_changqiao/,4.0,4.0,,
www/xuhui_fenglinlu/,11.0,11.0,4.0,4.0
www/xuhui_fenglinlu/subway/,,,1.0,1.0
www/xuhui_hengshanlu/,2.0,2.0,3.0,3.0
www/xuhui_hengshanlu/subway/,1.0,1.0,,
www/xuhui_huadongligong/,,,1.0,1.0
www/xuhui_huaihaixilu/,12.0,12.0,4.0,4.0
www/xuhui_huaihaixilusq/,,,3.0,3.0
www/xuhui_huaihaixilusq/b/,,,1.0,1.0
www/xuhui_huajing/,4.0,4.0,,
www/xuhui_jianguoxilu/,5.0,5.0,1.0,1.0
www/xuhui_jiaoda/,4.0,4.0,3.0,2.0
www/xuhui_longhua/,24.0,23.0,16.0,15.0
www/xuhui_shanghainanzhan/,3.0,3.0,,
www/xuhui_shanghainanzhansq/,,,8.0,8.0
www/xuhui_shanghainanzhansq/au/,,,1.0,1.0
www/xuhui_shanghainanzhansq/bdzx/,,,1.0,1.0
www/xuhui_shanghainanzhansq/bzx/,,,1.0,1.0
www/xuhui_shanghainanzhansq/subway_/,,,1.0,1.0
www/xuhui_shangshida/,,,2.0,2.0
www/xuhui_shlonghuasq/,,,3.0,3.0
www/xuhui_shlonghuasq/a/,,,1.0,1.0
www/xuhui_shlonghuasq/abzxi-/,,,1.0,1.0
www/xuhui_shlonghuasq/au/,,,1.0,1.0
www/xuhui_shlonghuasq/d/,,,2.0,2.0
www/xuhui_shlonghuasq/subway/,,,1.0,1.0
www/xuhui_tianlin/,5.0,5.0,6.0,6.0
www/xuhui_tianlin/subway_b/,1.0,1.0,,
www/xuhui_wantiguan/,58.0,50.0,30.0,28.0
www/xuhui_wantiguan/d/,,,1.0,1.0
www/xuhui_wantiguan/o/,,,1.0,1.0
www/xuhui_wantiguansq/,31.0,30.0,39.0,39.0
www/xuhui_wantiguansq/ab/,,,1.0,1.0
www/xuhui_wantiguansq/afg/,,,1.0,1.0
www/xuhui_wantiguansq/au/,,,2.0,2.0
www/xuhui_wantiguansq/b/,,,1.0,1.0
www/xuhui_wantiguansq/b/o/,,,1.0,1.0
www/xuhui_wantiguansq/d/,,,1.0,1.0
www/xuhui_wantiguansq/o/,,,3.0,3.0
www/xuhui_wantiguansq/subway/,,,1.0,1.0
www/xuhui_wantiguansq/subway/o/,,,1.0,1.0
www/xuhui_wantiguansq/subway_/o/,,,1.0,1.0
www/xuhui_wantiguansq/subway_au/,,,1.0,1.0
www/xuhui_wantiguansq/subwaya/o/,,,1.0,1.0
www/xuhui_xiangyangnanlu/,2.0,2.0,,
www/xuhui_xietulu/,5.0,5.0,1.0,1.0
www/xuhui_xuhuicaohejing/,43.0,42.0,17.0,16.0
www/xuhui_xuhuicaohejing/b/,,,2.0,2.0
www/xuhui_xuhuicaohejing/bd/o/,,,1.0,1.0
www/xuhui_xuhuicaohejing/l/,,,1.0,1.0
www/xuhui_xuhuicaohejing/o/,,,4.0,4.0
www/xuhui_xuhuicaohejing/subwaybdl/,1.0,1.0,,
www/xuhui_xuhuiqita/,4.0,4.0,,
www/xuhui_xujiahui/,55.0,53.0,43.0,42.0
www/xuhui_xujiahui/a/,,,1.0,1.0
www/xuhui_xujiahui/subway/,,,1.0,1.0
www/xuhui_xujiahui/subway_/,,,2.0,2.0
www/xuhui_xujiahui/subwayzxl/,,,1.0,1.0
www/xuhui_xujiahuisq/,7.0,7.0,20.0,20.0
www/xuhui_xujiahuisq/a/,,,2.0,2.0
www/xuhui_xujiahuisq/a/o/,,,1.0,1.0
www/xuhui_xujiahuisq/ab/,,,1.0,1.0
www/xuhui_xujiahuisq/al/,,,1.0,1.0
www/xuhui_xujiahuisq/au/,,,1.0,1.0
www/xuhui_xujiahuisq/b/,,,2.0,2.0
www/xuhui_xujiahuisq/bzx/,,,1.0,1.0
www/xuhui_xujiahuisq/fg/,,,1.0,1.0
www/xuhui_xujiahuisq/o/,,,6.0,6.0
www/xuhui_xujiahuisq/subwayb/,,,1.0,1.0
www/xuhui_zhaojiabanglu/,12.0,12.0,4.0,4.0
www/xuhui_zhaojiabanglu/subway_a/,,,1.0,1.0
www/xuhui_zhiwuyuan/,2.0,2.0,3.0,3.0
www/xzlditu/,208.0,163.0,1116.0,977.0
www/yangpu/,132.0,127.0,237.0,232.0
www/yangpu/a/,,,12.0,12.0
www/yangpu/ab/,,,3.0,3.0
www/yangpu/abd/,,,2.0,2.0
www/yangpu/abzx/o/,,,1.0,1.0
www/yangpu/acu/,,,1.0,1.0
www/yangpu/au/,,,4.0,4.0
www/yangpu/b/,,,10.0,10.0
www/yangpu/b/o/,,,2.0,2.0
www/yangpu/bd/,,,9.0,6.0
www/yangpu/bdl/,,,1.0,1.0
www/yangpu/bl/o/,,,1.0,1.0
www/yangpu/d/,,,8.0,8.0
www/yangpu/d/o/,,,4.0,4.0
www/yangpu/fg/,,,2.0,2.0
www/yangpu/fg/o/,1.0,1.0,,
www/yangpu/fgi/,,,1.0,1.0
www/yangpu/fgmn/,,,1.0,1.0
www/yangpu/i/,,,1.0,1.0
www/yangpu/l/,,,1.0,1.0
www/yangpu/l/o/,,,3.0,3.0
www/yangpu/o/,1.0,1.0,23.0,23.0
www/yangpu/p/,,,1.0,1.0
www/yangpu/subway/,1.0,1.0,4.0,4.0
www/yangpu/subway/o/,,,2.0,2.0
www/yangpu/subway_/,1.0,1.0,3.0,3.0
www/yangpu/subway_/o/,,,2.0,2.0
www/yangpu/subway_ab/,,,1.0,1.0
www/yangpu/subway_abdzxi-/,,,1.0,1.0
www/yangpu/subway_b/,,,1.0,1.0
www/yangpu/subway_bd/,,,1.0,1.0
www/yangpu/subway_d/,,,1.0,1.0
www/yangpu/subwayacu/,,,1.0,1.0
www/yangpu/subwayazx/,,,1.0,1.0
www/yangpu/subwaybd/,,,2.0,2.0
www/yangpu/zx/,,,1.0,1.0
www/yangpu_anshan/,22.0,22.0,9.0,9.0
www/yangpu_anshansq/,,,4.0,4.0
www/yangpu_anshansq/b/,,,1.0,1.0
www/yangpu_changyanglusq/,2.0,2.0,3.0,3.0
www/yangpu_changyanglusq/b/,,,1.0,1.0
www/yangpu_changyanglusq/subway_/,,,1.0,1.0
www/yangpu_changyanglusq/subway_d/,,,1.0,1.0
www/yangpu_dongwaitan/,26.0,26.0,12.0,12.0
www/yangpu_dongwaitansq/,24.0,24.0,28.0,28.0
www/yangpu_dongwaitansq/ab/,,,1.0,1.0
www/yangpu_dongwaitansq/subway/,,,1.0,1.0
www/yangpu_fudandaxue/,2.0,2.0,2.0,2.0
www/yangpu_huangxing/,5.0,5.0,8.0,8.0
www/yangpu_kongjianglu/,2.0,2.0,2.0,2.0
www/yangpu_kongjianglu/subway_/,1.0,1.0,,
www/yangpu_kongjianglusq/,,,7.0,7.0
www/yangpu_pinglianglu/,32.0,31.0,14.0,14.0
www/yangpu_pingliangsq/,,,7.0,7.0
www/yangpu_pingliangsq/a/,,,1.0,1.0
www/yangpu_pingliangsq/subwayzx/,1.0,1.0,,
www/yangpu_wujiaochang/,47.0,46.0,21.0,21.0
www/yangpu_wujiaochang/dzx/,,,1.0,1.0
www/yangpu_wujiaochang/o/,1.0,1.0,1.0,1.0
www/yangpu_wujiaochangsq/,7.0,7.0,17.0,17.0
www/yangpu_wujiaochangsq/a/,,,3.0,3.0
www/yangpu_wujiaochangsq/ab/,,,2.0,2.0
www/yangpu_wujiaochangsq/abdzx/,,,1.0,1.0
www/yangpu_wujiaochangsq/b/,,,3.0,3.0
www/yangpu_wujiaochangsq/b/o/,,,1.0,1.0
www/yangpu_wujiaochangsq/bd/,,,1.0,1.0
www/yangpu_wujiaochangsq/fg/,,,1.0,1.0
www/yangpu_wujiaochangsq/o/,,,15.0,15.0
www/yangpu_wujiaochangsq/subway_/,2.0,2.0,,
www/yangpu_wujiaochangsq/subway_bdzx/,,,1.0,1.0
www/yangpu_wujiaochangsq/subwaya/,,,1.0,1.0
www/yangpu_xinhuayiyuan/,1.0,1.0,,
www/yangpu_xinjiangwancheng/,8.0,8.0,3.0,2.0
www/yangpu_xinjiangwancheng/subway/,,,1.0,1.0
www/yangpu_xinjiangwanchengsq/,1.0,1.0,4.0,4.0
www/yangpu_xinjiangwanchengsq/a/,,,2.0,2.0
www/yangpu_xinjiangwanchengsq/ab/,1.0,1.0,,
www/yangpu_xinjiangwanchengsq/b/,,,1.0,1.0
www/yangpu_xinjiangwanchengsq/bdzx/,,,1.0,1.0
www/yangpu_yangpudaqiao/,1.0,1.0,3.0,3.0
www/yangpu_yangpugongyuan/acu/,,,1.0,1.0
www/yangpu_yangpuqita/,13.0,13.0,4.0,4.0
www/yangpu_yangpuqita/a/,,,1.0,1.0
www/yangpu_yangpuqita/subway_/,,,1.0,1.0
www/yangpu_yangpusipinglu/,9.0,9.0,2.0,2.0
www/yangpu_yangpusipinglusq/,4.0,4.0,4.0,4.0
www/yangpu_yangpusipinglusq/au/,,,1.0,1.0
www/yangpu_yangpusipinglusq/d/,,,1.0,1.0
www/yangpu_yangpusipinglusq/subwayazx/,,,1.0,1.0
www/yangpu_yangpuzhoujiazuilu/,8.0,8.0,6.0,6.0
www/yangpu_zhangbaixincun/,,,1.0,1.0
www/yangpu_zhangyanglu/,8.0,8.0,5.0,5.0
www/yangpu_zhangyanglu/b/,1.0,1.0,,
www/yangpu_zhongyuan/,4.0,4.0,8.0,8.0
www/yangpu_zhongyuansq/,1.0,1.0,4.0,4.0
www/yangpu_zhongyuansq/b/,,,2.0,2.0
www/yangpu_zhongyuansq/bd/,,,1.0,1.0
www/yangpu_zhoujiazuisq/,,,5.0,5.0
www/yangpu_zhoujiazuisq/b/,,,2.0,2.0
www/yanjiao/,,,1.0,1.0
www/yanjiao_chaobaihe/,3.0,3.0,1.0,1.0
www/yanjiao_dachang/,2.0,2.0,3.0,3.0
www/yanjiao_dongshiqu/,1.0,1.0,2.0,2.0
www/yanjiao_yanshunlu/,1.0,1.0,3.0,3.0
www/yanjiao_yingbinlu/,,,2.0,2.0
www/yanjiao_yingbinlu/dzx/,1.0,1.0,,
www/yanliang_fenghuanglu/,,,1.0,1.0
www/yanliang_guanshan/,,,2.0,2.0
www/yanliang_xinhualu/,,,2.0,2.0
www/yanqing_badaling/,,,3.0,3.0
www/yanqing_dayushu/,,,1.0,1.0
www/yanqing_kangzhuang/,2.0,2.0,2.0,2.0
www/yanqing_yanqing/,,,4.0,4.0
www/yanqing_yanqingchengqu/,1.0,1.0,4.0,4.0
www/yanqing_yongning/,1.0,1.0,3.0,3.0
www/yanta/,33.0,33.0,55.0,51.0
www/yanta/a/,,,4.0,4.0
www/yanta/a/o/,,,1.0,1.0
www/yanta/ab/,,,1.0,1.0
www/yanta/abcu/,,,1.0,1.0
www/yanta/abd/,,,2.0,2.0
www/yanta/abdzx/,,,1.0,1.0
www/yanta/b/,,,4.0,4.0
www/yanta/b/o/,,,2.0,2.0
www/yanta/bdl/,,,1.0,1.0
www/yanta/bdt/,,,1.0,1.0
www/yanta/bdzxl/,,,1.0,1.0
www/yanta/bi/,,,1.0,1.0
www/yanta/d/o/,,,1.0,1.0
www/yanta/l/o/,,,1.0,1.0
www/yanta/o/,,,9.0,9.0
www/yanta/subway/,,,2.0,2.0
www/yanta/subway_/,,,1.0,1.0
www/yanta/t/,,,1.0,1.0
www/yanta_baishalu/,,,1.0,1.0
www/yanta_beilulu/,,,1.0,1.0
www/yanta_changanzhonglu/,,,1.0,1.0
www/yanta_chongyelu/,,,1.0,1.0
www/yanta_chongyelu/b/,1.0,1.0,,
www/yanta_cuihualu/,,,1.0,1.0
www/yanta_datangfurongyuansq/,1.0,1.0,2.0,2.0
www/yanta_dayanta/,,,1.0,1.0
www/yanta_dayantasq/,,,1.0,1.0
www/yanta_dengjiapo/,,,1.0,1.0
www/yanta_dengjiaposq/,,,1.0,1.0
www/yanta_dengjiaposq/b/,,,1.0,1.0
www/yanta_dianshita/,,,1.0,1.0
